episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD
105,1302,24790.22261371073,40,18,3,94,3786.000000000001,10.253456221198157,84.55453149001535,0,2.5960061443932414,0.9062980030721965,1.6897081413210446,0
106,1330,13328.360895794907,40,21,8,84,2235.999999999998,7.776584317937701,87.47583243823846,0,3.1578947368421053,0.5155746509129968,1.074113856068743,0
107,1836,33702.086959738364,40,22,6,88,3460.0,10.884168482207699,83.51488743645606,0,3.567538126361656,0.7806826434277415,1.252723311546841,0
108,1106,16187.56714703464,40,19,4,92,3225.13186381453,12.788828611613422,82.90134619248542,0,1.8886879646373318,0.8941129194293752,1.5270243118344382,0
109,1328,14869.94814756369,40,20,8,84,2892.0,9.930346385542167,85.85278614457832,0,3.219126506024096,0.5365210843373495,0.4612198795180723,0
110,1324,13810.913815028185,40,26,8,84,1548.0000000000007,15.59667673716012,70.6570996978852,0,13.028700906344412,0.11329305135951663,0.6042296072507553,0
111,1339,23435.3517295803,40,22,3,94,1688.0000000000011,6.21110281304456,91.1750062235499,0,0.8090614886731392,1.2571570823998008,0.5476723923325865,0
112,1297,19984.71444322942,40,23,5,90,1636.0000000000025,7.771781033153431,86.21434078643023,0,2.2667694680030843,1.171935235158057,2.5751734772552046,0
113,1142,19263.81971830919,40,23,2,96,2762.000000000002,13.362521891418563,76.56742556917688,0,6.7075306479859895,1.8563922942206657,1.5061295971978985,0
114,1492,17502.147208164755,40,25,9,82,2520.0,18.4763181411975,71.64879356568363,0,8.310991957104557,0.20107238605898123,1.3628239499553172,0
115,1596,20775.14865609522,40,26,8,84,2439.9999999999995,18.107769423558896,72.18045112781955,0,8.865914786967418,0.5325814536340852,0.3132832080200501,0
116,1435,25655.334220108063,40,26,4,92,2299.9999999999977,19.68641114982578,59.7212543554007,0,19.54703832752613,0.20905923344947736,0.8362369337979094,0
117,1237,15365.355160340807,40,22,5,90,3521.9999999999955,16.4780382646187,74.91242252762058,0,4.486661277283751,1.3608191862031798,2.762058744273781,0
118,1400,19426.78868071783,40,20,6,88,1644.0000000000016,5.517857142857143,91.97321428571428,0,1.4910714285714286,0.6875,0.33035714285714285,0
119,1337,8180.1122610066195,40,23,10,80,1001.999999999999,5.0411368735976065,91.44353029169783,0,1.1368735976065818,1.06207928197457,1.3163799551234106,0
120,1466,16745.065794876973,40,21,9,82,2477.9999999999995,8.370687975053595,87.55603196258039,0,2.923406743324888,0.3702981874878192,0.7795751315533035,0
121,1321,19095.30449246427,40,17,6,88,2870.000000000001,8.093042460945565,89.52584130479664,0,0.7914114651434863,0.5987199779781158,0.9909847911361916,0
122,1314,13549.463727098657,40,22,7,86,1899.9999999999995,7.6103500761035,86.88483003551497,0,2.4860476915271437,1.0654490106544898,1.9533231861998983,0
